Text,Star,NEW_COLUMN
Its better and faster,5,0
"Great browser, honestly. I just noticed that alone, it is taking up nearly 1Gb of storage space on my phone. This has now forced me to uninstall an app I enjoy .. solely due to the space required to store the internet browser itself, sadly. -Virtual storage(s) are a real dilemma for some but not all, yet they are and play an integral role in a device or PC's functionality. I'll keep the app where I can. And keep good track of exactly how much precious virtual storage space is being used by apps.",4,1
Good,1,1
It helps you with simple things and gets you the answer and it helps it really does,4,0
It doesn't update,1,2
A fair company.,5,0
Super,5,0
Top,5,0
Cool app,4,0
Good for old people Thanks again,4,1
Chrome cast Chrome cast Phone& table Phone and tables +chrome only please contact meant,5,0
Why can't update?,1,2
Fined Google drive now tic Google go to my drive,4,0
Broken as hell.,1,0
Good,5,1
Chrome won't update I got a new phone and nothing has changed someone fix this,1,2
Nice!,5,0
Very safe.,5,0
Its a great help in studying.,5,0
The platform is not obtained i understand Red green blue orange firery Hot iradescent the Key to a formalty is contration and focusing on What we all really and Absoluty Should be taking a part in this to much is never enough to Take Certain amounts of being Forcefully nice to others we all can steyeth in a world of Being split breaking point$©∆®¥ ™©® Copy Writed; Tedian Dragon;: (2014;-2020) December November 28th. around 3 -4 Pm,5,0
"Ads pop up in background , seem like got hacked",1,0
Keeps crashing and won't open just a black blank screen.,2,0
I like you,5,0
Nothing but problems it does whatever it wants. Opens up apps freezes I don't know is anybody else having ims trouble too. Samsung Galaxy s8 is defective and they wont help either. Chrome several alerts malicious spy ware really 2 problems. And I cant afford new phone I was told take it to the store.,1,0
I like this app,4,0
Best,4,0
Good,5,1
Great,5,0
I trust this app and its software better than I do a person. True story at the moment.,5,0
Crome shows an update but not install new update,1,2
I can find every thing,5,0
"I need to update this app, but it just won't update. I'm tired. Sigh.....",2,2
Very nice,5,0
"Hate it, I have been using the Google search widget for years, I click the microphone and talk, its been good just a beep letting me know its ready, now I click the microphone and I hear ""WHAT WOULD YOU LIKE TO SEARCH FOR....BEEP"" I DO NOT NEED TO BE ASKED ANYTHING.... ""WHAT WOULD YOU LIKE TO SEARCH FOR....BEEP"" ""WHAT WOULD YOU LIKE TO SEARCH FOR....BEEP"" ""WHAT WOULD YOU LIKE TO SEARCH FOR....BEEP"" ""WHAT WOULD YOU LIKE TO SEARCH FOR....BEEP"" ""WHAT WOULD YOU LIKE TO SEARCH FOR....BEEP""",1,1
Good serving,1,1
Easy to use,5,0
Cannot update,1,2
Ye Google ka aap developer hai I couldn't even update my chrome,1,2
Excellent,4,0
Its nice app,5,0
Pls help me open my whasapp,5,0
Good,5,1
Im trying to up date crome but it wont let me why,5,0
good,5,1
I can't update,1,2
"🤦🏼🤬 I don't know why I'm still trying. I feel like a fool, the donkey hitting the head on the same stone over and over again 🤦🏼🥲 Your browser is okay when it works, but I'm done with those pages getting stuck again and again, nothing works until I force stop the app and reboot it again. Very dissapointing 😔👋",1,0
Great,5,0
Program ipo vzr kabisa,5,0
Good,5,1
Fresh,1,0
Its helpfully to best result for all apps type,3,0
Good,5,1
Nice,5,0
"I love to use this cuz,when i want to search something,i can show very fast and this app is very good,I LOVE IT,KEEP GOING😊😊",5,1
Liked,5,0
Good,3,1
I love Google Chrome,5,0
Why I can't update chrome since 1mnth ...,1,2
Good,5,1
It really fast,4,0
Nice,2,0
Very fast and reliable,5,0
Excellent,1,0
Good application,4,1
"My primary brouser. Was 4*, until 20201207 update. Infinite loop of updating without resolution (I. E. Up to date). Restart phone, & OS, to still no avail.",3,2
Happy joyous and free,5,0
Nice app,4,0
I am not able to update this application,3,2
Lovely,5,0
I can't update my app,1,2
awsome,5,0
Good,2,1
No leer esto,5,0
It won't update properly and that causes issues,1,2
Good,5,1
Because so beautiful,5,0
My phone said i need to update i push the button but it wont let me update why is that?,5,2
Ok,5,0
Good nise,5,1
Best apps ever ❤️💪,5,0
Good,5,1
It's unique application.,5,0
I hate you!,1,0
Great ty,5,0
9s,5,0
Nice app,4,0
I dont know why but chrome keeps deleting all my downloads randomly please fix that,2,0
Good,2,1
"Keeps stopping, won't update!",1,2
Ok,4,0
Best,4,0
Very irritable working for some days,5,0
it's much easier now but hope the ads is leasier,4,0
I want tallk wlth cm pm,3,0
Nice,5,0
Oik,5,0
Nice,5,0
"Finally managed to Update it together with WebView, I removed my SD (decide partitioned) and put in a new one (portable storage), went to PlayStore then Boom update completed And it's been about 2months now not wanting to update.",5,2
Because of the new updates of Google I tried to press the update but it didn't work. So I don't know what is happening to my Google right now.,1,2
Wow that's awesome apps,5,0
Its a okay app just this stupid app kerps showing up on it! I dont know why!,3,0
Excellent,5,0
Nice,5,0
It's so helpful,5,0
I expect the best and I expect updates,5,2
Can't update this app,1,2
It's my favorite,5,0
Good,5,1
Good,5,1
Amazing,5,0
Good,5,1
Not sure,4,0
"For some reason, when i click on a tab or try to switch to a new one it will not allow me too. The only to fix it is to force close it then reopen it and it is back to normal again. Its pretty annoying when Im trying to flip to different tabs",2,0
Nice hot,5,0
It seems to work pretty well,5,0
राजु यादव,5,0
Great app,5,0
My chrome app not update in my phone.why ? Please help,1,2
Very nice app,5,0
"Love Google, always find what I'm looking for.",5,0
Good Experienced,5,1
It wont up date,1,0
love it,5,0
Will not update,2,2
Fouled out pos Lw😝,5,0
It helps me with phone set up and also alot faster,4,0
Very usfull app,5,0
Says update available yet have tried several times to do so in the past 2 weeks and been unsuccessful.,1,2
Nice,5,0
Very good,5,1
It's the best 👍,5,0
KY 5,5,0
I been trying for day's to download this app it's not working it' taken forever to update,1,2
Nice 👍,5,0
Bad experience,4,0
Great,5,0
It's fast. Everything byou need stay on your toes like I said fast,4,0
Raisingh,5,0
I am sick of the awful content Chrome sends me,1,0
Plenty of great browsers are the market overpass this one .this browser keep running in thee background you can't close it only from the settings. . one star it too much  i wish  I could give zero,5,0
Okay,5,0
Nice,4,0
We,5,0
After the recent update am unable to use the app. It doesn't work anymore. Basically useless now on my android. It kept crashing.,1,2
Good,3,1
Can't add bookmarks!,1,0
Like eat,5,0
Suc k s..sucks...sucks,1,0
very good👌,5,1
Updating issue I should be trying to update doesn't update,1,2
Why not updated this New version on my device,5,2
Will not update,1,2
Why am not able to update?,1,2
Excellent,5,0
Great,5,0
Tak boleh update,1,2
I like this app,5,0
I cant open the app because im hacked.,1,0
All great,5,0
..ж... Ж. Эх.. З. Жюж.. З. З.. За сколько.,5,0
Radhey Radhey ji,5,0
why is there no addon support on mobile. chrome freezes and crashes more then any of my apps.,1,0
सुपर सर्विस,5,0
My mobile phone model poco m2 in this not update Google Chrome Web browser,3,2
Do not like many issues it was ok before but recentlyit just wont work properly I,1,0
its good for use.,5,1
No puedo actualizar,4,0
This app is unable to update,1,2
Superb,5,0
Awesome browser stores all the things necessary to make navigation alot faster and easier. Pretty much knows what I'm going to be looking for as soon as i start typing cant recommend it enough. Except its a pain to update because you need to uninstall it but now it's not even letting me do that,2,2
Easy and friendly to operate,4,0
Very bad,1,0
"My Chrome browser is not updating, I am getting disconnected automatically Why?",5,2
"Please find a solution so that it is not always active in the background, it consumes all my battery and data, if the next update is not correct, it will probably delete it forever",4,2
"Page tabs knackered since update. Cant open / close them / switch between them. Seems to happen more after viewing videos in full screen. Have to close Chrome and re-open app, or rotate screen from portrait to landscape and back before they respond again. Gone back to Firefox, unfortunately.",2,2
Great Browser. I do wish for the addition of a 2 buttons. One so you could stop a link that was clicked by mistake from opening and another that does the opposite of the back key in case of errors.,5,0
👌🙂,5,0
Tried many times to update it but it just failed to do so. Any 1 having problem like me?,3,2
Awesome,5,0
"The app is so very slow, my download speed is not even up to 200kb",1,0
Good,5,1
Uuu - v ko 0 FCC h,4,0
Nice,5,0
Disgrace to search engines...,1,0
This Google Chrome app has allowed inappropriate and unsolicited web sites to pop-up on opening. It is very offensive and have tried to block them. It is also allowing redirects without my permission therefore an ERR_NETWORK_CHANGED message occurs everything I open my phone. This web appears vpi.hfght564highjhg.tech/?t=1609 it impossible for me to block the continuous bombardment of the continued changing to other inappropriate addresses that appear. I need help to get rid of these people,1,0
Hard to update but works,5,2
it a best app Android i know how to install apk,5,0
Very good,5,1
Not able to update. There is certainly some issue with crome,1,2
Unable to update.,1,2
Very good,5,1
Sometimes you have really good,5,1
Useless,5,0
Supper,5,0
Having some technical issues because I have trouble figuring out what to do.,3,0
Wolcom,5,0
Does not actually update on Android.,1,2
Too slow,1,0
Great,5,0
It's a beautiful experience and anyone would pleasure it don't do I know it's not a hoax I know this is real I know you people wanted me to have something I need everything I need from shirts sucks to draws I need it all hey,5,0
Doesn't update when I press the update button.,1,2
Ok,4,0
The app is not updating to the latest version on my phone (Android 10). Please fix up this problem.,1,2
Perfect,5,0
Km,5,0
Up,4,0
Today,5,0
Not updating,1,2
4 star,4,0
Awesome,5,0
Nice,5,0
Good How-To instructions,5,1
Cannot update fails everytime even after clearing cache,1,2
Nice,4,0
Good,5,1
Very nice,5,0
"It doesn't go past the loading page, shuts down and won't allow me to update. Terribly disappointed. It has been over 2 months and I still cannot update!! Fix this app!!",1,2
am i the only one who is unable to update it through play store..,3,2
Used 39% of my battery on my pixel 4a after just 3 minutes of use. Consistently uses so much of my battery. Done using it until this is fixed.,1,0
How about middle swipe to change the tab? Always get to the top to change tab is so annoying.,2,0
😃I searched up dady chill 😎 and the acsaint😃😃😈💀🖕🖕🖕🖕🖕 and my dad heard that😅😍😍,1,0
Xxx,5,0
"Hey, it's a good browser like Google™ but I've been getting spam notifications from you, spam emails, you name it please fix this! It's like your tracking my data! Stop it and plz fix this!!!",3,1
v good,5,1
रयूऊ,2,0
Cool app,1,0
Amazing,5,0
It's good,5,1
Useful,4,0
Not sure yet,3,0
Very good,5,1
",,z",5,0
:jv th be s st k huI ::) cu Bach gfs? Ah g kg cm get ::) f g4v out kg g no Mx ::) co j ::) chi bnbh,5,0
No sound or music or voice .,1,0
Great,5,0
Better App,4,0
Its nice,5,0
Very nice And easy directions,5,0
Like it,5,0
Good,5,1
Unable to sign in or use on any incoming mail. Additional negative remarks as use becomes even more difficult . No .,1,0
"I can't update? I've had a red arrow since December 7th, and every time I try to update nothing happens.",1,2
I hit update and nothing happens,1,2
Evil. Adrenochrome junkies,1,0
Help me to surf internet and it has regular updates. Good app,5,2
Good,4,1
faster,5,0
Like it,5,0
Changes to much,5,0
Zubair,5,0
